Porcentaje Query,Total Query,Total Training,k,Error,Porcentaje
45,180,220,3,62,65.55555555555556
45,180,220,3,49,72.77777777777779
45,180,220,3,54,70.0
45,180,220,3,59,67.22222222222223
45,180,220,3,51,71.66666666666667
45,180,220,3,46,74.44444444444444
45,180,220,3,54,70.0
45,180,220,3,47,73.88888888888889
45,180,220,3,45,75.0
45,180,220,3,49,72.77777777777779
45,180,220,3,53,70.55555555555556
45,180,220,3,56,68.88888888888889
45,180,220,3,46,74.44444444444444
45,180,220,3,44,75.55555555555556
45,180,220,3,55,69.44444444444444
45,180,220,3,44,75.55555555555556
45,180,220,3,50,72.22222222222223
45,180,220,3,61,66.11111111111111
45,180,220,3,55,69.44444444444444
45,180,220,3,52,71.11111111111111
45,180,220,3,60,66.66666666666667
45,180,220,3,49,72.77777777777779
45,180,220,3,50,72.22222222222223
45,180,220,3,55,69.44444444444444
45,180,220,3,49,72.77777777777779
45,180,220,3,50,72.22222222222223
45,180,220,3,48,73.33333333333334
45,180,220,3,52,71.11111111111111
45,180,220,3,53,70.55555555555556
45,180,220,3,53,70.55555555555556
45,180,220,3,50,72.22222222222223
45,180,220,3,54,70.0
45,180,220,3,46,74.44444444444444
45,180,220,3,57,68.33333333333334
45,180,220,3,50,72.22222222222223
45,180,220,3,58,67.77777777777779
45,180,220,3,46,74.44444444444444
45,180,220,3,48,73.33333333333334
45,180,220,3,51,71.66666666666667
45,180,220,3,54,70.0
45,180,220,3,45,75.0
45,180,220,3,49,72.77777777777779
45,180,220,3,43,76.11111111111111
45,180,220,3,53,70.55555555555556
45,180,220,3,52,71.11111111111111
45,180,220,3,45,75.0
45,180,220,3,45,75.0
45,180,220,3,46,74.44444444444444
45,180,220,3,47,73.88888888888889
45,180,220,3,46,74.44444444444444
45,180,220,3,44,75.55555555555556
45,180,220,3,46,74.44444444444444
45,180,220,3,49,72.77777777777779
45,180,220,3,48,73.33333333333334
45,180,220,3,57,68.33333333333334
45,180,220,3,48,73.33333333333334
45,180,220,3,52,71.11111111111111
45,180,220,3,54,70.0
45,180,220,3,44,75.55555555555556
45,180,220,3,53,70.55555555555556
45,180,220,3,46,74.44444444444444
45,180,220,3,53,70.55555555555556
45,180,220,3,54,70.0
45,180,220,3,44,75.55555555555556
45,180,220,3,54,70.0
45,180,220,3,56,68.88888888888889
45,180,220,3,57,68.33333333333334
45,180,220,3,45,75.0
45,180,220,3,48,73.33333333333334
45,180,220,3,45,75.0
45,180,220,3,57,68.33333333333334
45,180,220,3,53,70.55555555555556
45,180,220,3,45,75.0
45,180,220,3,50,72.22222222222223
45,180,220,3,53,70.55555555555556
45,180,220,3,46,74.44444444444444
45,180,220,3,54,70.0
45,180,220,3,45,75.0
45,180,220,3,56,68.88888888888889
45,180,220,3,48,73.33333333333334
45,180,220,3,53,70.55555555555556
45,180,220,3,59,67.22222222222223
45,180,220,3,49,72.77777777777779
45,180,220,3,54,70.0
45,180,220,3,51,71.66666666666667
45,180,220,3,49,72.77777777777779
45,180,220,3,46,74.44444444444444
45,180,220,3,48,73.33333333333334
45,180,220,3,54,70.0
45,180,220,3,45,75.0
45,180,220,3,48,73.33333333333334
45,180,220,3,41,77.22222222222223
45,180,220,3,45,75.0
45,180,220,3,52,71.11111111111111
45,180,220,3,48,73.33333333333334
45,180,220,3,51,71.66666666666667
45,180,220,3,44,75.55555555555556
45,180,220,3,55,69.44444444444444
45,180,220,3,51,71.66666666666667
45,180,220,3,45,75.0
45,180,220,3,43,76.11111111111111
45,180,220,3,49,72.77777777777779
45,180,220,3,52,71.11111111111111
45,180,220,3,45,75.0
45,180,220,3,50,72.22222222222223
45,180,220,3,48,73.33333333333334
45,180,220,3,54,70.0
45,180,220,3,65,63.88888888888889
45,180,220,3,48,73.33333333333334
45,180,220,3,53,70.55555555555556
45,180,220,3,43,76.11111111111111
45,180,220,3,42,76.66666666666667
45,180,220,3,45,75.0
45,180,220,3,49,72.77777777777779
45,180,220,3,43,76.11111111111111
45,180,220,3,48,73.33333333333334
45,180,220,3,54,70.0
45,180,220,3,49,72.77777777777779
45,180,220,3,44,75.55555555555556
45,180,220,3,50,72.22222222222223
45,180,220,3,48,73.33333333333334
45,180,220,3,54,70.0
45,180,220,3,50,72.22222222222223
45,180,220,3,47,73.88888888888889
45,180,220,3,50,72.22222222222223
45,180,220,3,52,71.11111111111111
45,180,220,3,54,70.0
45,180,220,3,47,73.88888888888889
45,180,220,3,58,67.77777777777779
45,180,220,3,45,75.0
45,180,220,3,50,72.22222222222223
45,180,220,3,50,72.22222222222223
45,180,220,3,50,72.22222222222223
45,180,220,3,48,73.33333333333334
45,180,220,3,50,72.22222222222223
45,180,220,3,60,66.66666666666667
45,180,220,3,53,70.55555555555556
45,180,220,3,56,68.88888888888889
45,180,220,3,51,71.66666666666667
45,180,220,3,50,72.22222222222223
45,180,220,3,49,72.77777777777779
45,180,220,3,51,71.66666666666667
45,180,220,3,54,70.0
45,180,220,3,61,66.11111111111111
45,180,220,3,43,76.11111111111111
45,180,220,3,47,73.88888888888889
45,180,220,3,46,74.44444444444444
45,180,220,3,54,70.0
45,180,220,3,47,73.88888888888889
45,180,220,3,47,73.88888888888889
45,180,220,3,48,73.33333333333334
45,180,220,3,53,70.55555555555556
45,180,220,3,42,76.66666666666667
45,180,220,3,50,72.22222222222223
45,180,220,3,60,66.66666666666667
45,180,220,3,47,73.88888888888889
45,180,220,3,50,72.22222222222223
45,180,220,3,47,73.88888888888889
45,180,220,3,53,70.55555555555556
45,180,220,3,54,70.0
45,180,220,3,58,67.77777777777779
45,180,220,3,50,72.22222222222223
45,180,220,3,55,69.44444444444444
45,180,220,3,51,71.66666666666667
45,180,220,3,53,70.55555555555556
45,180,220,3,52,71.11111111111111
45,180,220,3,48,73.33333333333334
45,180,220,3,47,73.88888888888889
45,180,220,3,43,76.11111111111111
45,180,220,3,49,72.77777777777779
45,180,220,3,50,72.22222222222223
45,180,220,3,46,74.44444444444444
45,180,220,3,44,75.55555555555556
45,180,220,3,49,72.77777777777779
45,180,220,3,55,69.44444444444444
45,180,220,3,44,75.55555555555556
45,180,220,3,52,71.11111111111111
45,180,220,3,47,73.88888888888889
45,180,220,3,57,68.33333333333334
45,180,220,3,54,70.0
45,180,220,3,53,70.55555555555556
45,180,220,3,55,69.44444444444444
45,180,220,3,49,72.77777777777779
45,180,220,3,42,76.66666666666667
45,180,220,3,48,73.33333333333334
45,180,220,3,47,73.88888888888889
45,180,220,3,49,72.77777777777779
45,180,220,3,56,68.88888888888889
45,180,220,3,38,78.88888888888889
45,180,220,3,54,70.0
45,180,220,3,53,70.55555555555556
45,180,220,3,49,72.77777777777779
45,180,220,3,53,70.55555555555556
45,180,220,3,46,74.44444444444444
45,180,220,3,52,71.11111111111111
45,180,220,3,51,71.66666666666667
45,180,220,3,57,68.33333333333334
45,180,220,3,43,76.11111111111111
45,180,220,3,51,71.66666666666667
45,180,220,3,46,74.44444444444444
45,180,220,3,45,75.0
45,180,220,3,57,68.33333333333334
45,180,220,3,54,70.0
45,180,220,3,50,72.22222222222223
45,180,220,3,53,70.55555555555556
45,180,220,3,44,75.55555555555556
45,180,220,3,52,71.11111111111111
45,180,220,3,46,74.44444444444444
45,180,220,3,58,67.77777777777779
45,180,220,3,54,70.0
45,180,220,3,48,73.33333333333334
45,180,220,3,64,64.44444444444444
45,180,220,3,57,68.33333333333334
45,180,220,3,45,75.0
45,180,220,3,58,67.77777777777779
45,180,220,3,46,74.44444444444444
45,180,220,3,50,72.22222222222223
45,180,220,3,44,75.55555555555556
45,180,220,3,56,68.88888888888889
45,180,220,3,48,73.33333333333334
45,180,220,3,46,74.44444444444444
45,180,220,3,48,73.33333333333334
45,180,220,3,49,72.77777777777779
45,180,220,3,55,69.44444444444444
45,180,220,3,54,70.0
45,180,220,3,52,71.11111111111111
45,180,220,3,57,68.33333333333334
45,180,220,3,50,72.22222222222223
45,180,220,3,46,74.44444444444444
45,180,220,3,54,70.0
45,180,220,3,52,71.11111111111111
45,180,220,3,49,72.77777777777779
45,180,220,3,52,71.11111111111111
45,180,220,3,52,71.11111111111111
45,180,220,3,45,75.0
45,180,220,3,51,71.66666666666667
45,180,220,3,45,75.0
45,180,220,3,51,71.66666666666667
45,180,220,3,36,80.0
45,180,220,3,60,66.66666666666667
45,180,220,3,55,69.44444444444444
