Porcentaje Query,Total Query,Total Training,k,Error,Porcentaje
55,220,180,5,19,91.36363636363636
55,220,180,5,25,88.63636363636364
55,220,180,5,25,88.63636363636364
55,220,180,5,27,87.72727272727272
55,220,180,5,17,92.27272727272727
55,220,180,5,18,91.81818181818181
55,220,180,5,28,87.27272727272727
55,220,180,5,25,88.63636363636364
55,220,180,5,25,88.63636363636364
55,220,180,5,20,90.9090909090909
55,220,180,5,27,87.72727272727272
55,220,180,5,26,88.18181818181817
55,220,180,5,28,87.27272727272727
55,220,180,5,23,89.54545454545455
55,220,180,5,29,86.81818181818181
55,220,180,5,25,88.63636363636364
55,220,180,5,28,87.27272727272727
55,220,180,5,22,90.0
55,220,180,5,28,87.27272727272727
55,220,180,5,31,85.9090909090909
55,220,180,5,22,90.0
55,220,180,5,27,87.72727272727272
55,220,180,5,26,88.18181818181817
55,220,180,5,27,87.72727272727272
55,220,180,5,28,87.27272727272727
55,220,180,5,30,86.36363636363636
55,220,180,5,23,89.54545454545455
55,220,180,5,34,84.54545454545455
55,220,180,5,33,85.0
55,220,180,5,27,87.72727272727272
55,220,180,5,36,83.63636363636364
55,220,180,5,24,89.0909090909091
55,220,180,5,20,90.9090909090909
55,220,180,5,27,87.72727272727272
55,220,180,5,25,88.63636363636364
55,220,180,5,38,82.72727272727272
55,220,180,5,26,88.18181818181817
55,220,180,5,32,85.45454545454545
55,220,180,5,28,87.27272727272727
55,220,180,5,26,88.18181818181817
55,220,180,5,20,90.9090909090909
55,220,180,5,28,87.27272727272727
55,220,180,5,29,86.81818181818181
55,220,180,5,23,89.54545454545455
55,220,180,5,30,86.36363636363636
55,220,180,5,32,85.45454545454545
55,220,180,5,30,86.36363636363636
55,220,180,5,23,89.54545454545455
55,220,180,5,22,90.0
55,220,180,5,37,83.18181818181817
55,220,180,5,24,89.0909090909091
55,220,180,5,28,87.27272727272727
55,220,180,5,19,91.36363636363636
55,220,180,5,24,89.0909090909091
55,220,180,5,22,90.0
55,220,180,5,22,90.0
55,220,180,5,22,90.0
55,220,180,5,28,87.27272727272727
55,220,180,5,29,86.81818181818181
55,220,180,5,24,89.0909090909091
55,220,180,5,25,88.63636363636364
55,220,180,5,25,88.63636363636364
55,220,180,5,30,86.36363636363636
55,220,180,5,22,90.0
55,220,180,5,18,91.81818181818181
55,220,180,5,20,90.9090909090909
55,220,180,5,27,87.72727272727272
55,220,180,5,27,87.72727272727272
55,220,180,5,21,90.45454545454545
55,220,180,5,31,85.9090909090909
55,220,180,5,23,89.54545454545455
55,220,180,5,24,89.0909090909091
55,220,180,5,24,89.0909090909091
55,220,180,5,25,88.63636363636364
55,220,180,5,30,86.36363636363636
55,220,180,5,23,89.54545454545455
55,220,180,5,28,87.27272727272727
55,220,180,5,34,84.54545454545455
55,220,180,5,26,88.18181818181817
55,220,180,5,30,86.36363636363636
55,220,180,5,30,86.36363636363636
55,220,180,5,28,87.27272727272727
55,220,180,5,26,88.18181818181817
55,220,180,5,19,91.36363636363636
55,220,180,5,18,91.81818181818181
55,220,180,5,24,89.0909090909091
55,220,180,5,24,89.0909090909091
55,220,180,5,32,85.45454545454545
55,220,180,5,27,87.72727272727272
55,220,180,5,26,88.18181818181817
55,220,180,5,17,92.27272727272727
55,220,180,5,28,87.27272727272727
55,220,180,5,26,88.18181818181817
55,220,180,5,23,89.54545454545455
55,220,180,5,35,84.0909090909091
55,220,180,5,28,87.27272727272727
55,220,180,5,27,87.72727272727272
55,220,180,5,23,89.54545454545455
55,220,180,5,26,88.18181818181817
55,220,180,5,23,89.54545454545455
55,220,180,5,32,85.45454545454545
55,220,180,5,32,85.45454545454545
55,220,180,5,19,91.36363636363636
55,220,180,5,24,89.0909090909091
55,220,180,5,31,85.9090909090909
55,220,180,5,32,85.45454545454545
55,220,180,5,21,90.45454545454545
55,220,180,5,29,86.81818181818181
55,220,180,5,23,89.54545454545455
55,220,180,5,32,85.45454545454545
55,220,180,5,24,89.0909090909091
55,220,180,5,25,88.63636363636364
55,220,180,5,26,88.18181818181817
55,220,180,5,27,87.72727272727272
55,220,180,5,23,89.54545454545455
55,220,180,5,26,88.18181818181817
55,220,180,5,30,86.36363636363636
55,220,180,5,24,89.0909090909091
55,220,180,5,28,87.27272727272727
55,220,180,5,22,90.0
55,220,180,5,18,91.81818181818181
55,220,180,5,24,89.0909090909091
55,220,180,5,32,85.45454545454545
55,220,180,5,29,86.81818181818181
55,220,180,5,35,84.0909090909091
55,220,180,5,26,88.18181818181817
55,220,180,5,35,84.0909090909091
55,220,180,5,22,90.0
55,220,180,5,27,87.72727272727272
55,220,180,5,29,86.81818181818181
55,220,180,5,25,88.63636363636364
55,220,180,5,20,90.9090909090909
55,220,180,5,23,89.54545454545455
55,220,180,5,17,92.27272727272727
55,220,180,5,25,88.63636363636364
55,220,180,5,32,85.45454545454545
55,220,180,5,22,90.0
55,220,180,5,24,89.0909090909091
55,220,180,5,24,89.0909090909091
55,220,180,5,27,87.72727272727272
55,220,180,5,35,84.0909090909091
55,220,180,5,22,90.0
55,220,180,5,21,90.45454545454545
55,220,180,5,25,88.63636363636364
55,220,180,5,25,88.63636363636364
55,220,180,5,25,88.63636363636364
55,220,180,5,25,88.63636363636364
55,220,180,5,27,87.72727272727272
55,220,180,5,33,85.0
55,220,180,5,31,85.9090909090909
55,220,180,5,29,86.81818181818181
55,220,180,5,30,86.36363636363636
55,220,180,5,36,83.63636363636364
55,220,180,5,21,90.45454545454545
55,220,180,5,27,87.72727272727272
55,220,180,5,25,88.63636363636364
55,220,180,5,29,86.81818181818181
55,220,180,5,24,89.0909090909091
55,220,180,5,19,91.36363636363636
55,220,180,5,27,87.72727272727272
55,220,180,5,23,89.54545454545455
55,220,180,5,24,89.0909090909091
55,220,180,5,29,86.81818181818181
55,220,180,5,24,89.0909090909091
55,220,180,5,26,88.18181818181817
55,220,180,5,23,89.54545454545455
55,220,180,5,22,90.0
55,220,180,5,27,87.72727272727272
55,220,180,5,20,90.9090909090909
55,220,180,5,23,89.54545454545455
55,220,180,5,20,90.9090909090909
55,220,180,5,37,83.18181818181817
55,220,180,5,22,90.0
55,220,180,5,22,90.0
55,220,180,5,19,91.36363636363636
55,220,180,5,34,84.54545454545455
55,220,180,5,22,90.0
55,220,180,5,22,90.0
55,220,180,5,23,89.54545454545455
55,220,180,5,22,90.0
55,220,180,5,24,89.0909090909091
55,220,180,5,39,82.27272727272727
55,220,180,5,34,84.54545454545455
55,220,180,5,25,88.63636363636364
55,220,180,5,28,87.27272727272727
55,220,180,5,17,92.27272727272727
55,220,180,5,25,88.63636363636364
55,220,180,5,21,90.45454545454545
55,220,180,5,26,88.18181818181817
55,220,180,5,30,86.36363636363636
55,220,180,5,25,88.63636363636364
55,220,180,5,39,82.27272727272727
55,220,180,5,20,90.9090909090909
55,220,180,5,23,89.54545454545455
55,220,180,5,27,87.72727272727272
55,220,180,5,25,88.63636363636364
55,220,180,5,16,92.72727272727272
55,220,180,5,22,90.0
55,220,180,5,33,85.0
55,220,180,5,30,86.36363636363636
55,220,180,5,23,89.54545454545455
55,220,180,5,29,86.81818181818181
55,220,180,5,33,85.0
55,220,180,5,26,88.18181818181817
55,220,180,5,19,91.36363636363636
55,220,180,5,25,88.63636363636364
55,220,180,5,21,90.45454545454545
55,220,180,5,28,87.27272727272727
55,220,180,5,35,84.0909090909091
55,220,180,5,30,86.36363636363636
55,220,180,5,33,85.0
55,220,180,5,26,88.18181818181817
55,220,180,5,25,88.63636363636364
55,220,180,5,33,85.0
55,220,180,5,28,87.27272727272727
55,220,180,5,30,86.36363636363636
55,220,180,5,16,92.72727272727272
55,220,180,5,26,88.18181818181817
55,220,180,5,27,87.72727272727272
55,220,180,5,29,86.81818181818181
55,220,180,5,22,90.0
55,220,180,5,21,90.45454545454545
55,220,180,5,34,84.54545454545455
55,220,180,5,17,92.27272727272727
55,220,180,5,22,90.0
55,220,180,5,22,90.0
55,220,180,5,35,84.0909090909091
55,220,180,5,24,89.0909090909091
55,220,180,5,22,90.0
55,220,180,5,25,88.63636363636364
55,220,180,5,30,86.36363636363636
55,220,180,5,22,90.0
55,220,180,5,29,86.81818181818181
55,220,180,5,23,89.54545454545455
55,220,180,5,25,88.63636363636364
55,220,180,5,23,89.54545454545455
55,220,180,5,24,89.0909090909091
55,220,180,5,28,87.27272727272727
55,220,180,5,18,91.81818181818181
55,220,180,5,29,86.81818181818181
55,220,180,5,30,86.36363636363636
55,220,180,5,25,88.63636363636364
55,220,180,5,26,88.18181818181817
55,220,180,5,25,88.63636363636364
55,220,180,5,30,86.36363636363636
55,220,180,5,28,87.27272727272727
55,220,180,5,31,85.9090909090909
55,220,180,5,23,89.54545454545455
55,220,180,5,30,86.36363636363636
55,220,180,5,31,85.9090909090909
55,220,180,5,35,84.0909090909091
55,220,180,5,39,82.27272727272727
55,220,180,5,24,89.0909090909091
55,220,180,5,24,89.0909090909091
55,220,180,5,20,90.9090909090909
55,220,180,5,27,87.72727272727272
55,220,180,5,28,87.27272727272727
55,220,180,5,43,80.45454545454545
55,220,180,5,26,88.18181818181817
55,220,180,5,22,90.0
55,220,180,5,26,88.18181818181817
55,220,180,5,26,88.18181818181817
55,220,180,5,24,89.0909090909091
55,220,180,5,21,90.45454545454545
55,220,180,5,26,88.18181818181817
55,220,180,5,32,85.45454545454545
55,220,180,5,29,86.81818181818181
55,220,180,5,23,89.54545454545455
55,220,180,5,24,89.0909090909091
55,220,180,5,24,89.0909090909091
55,220,180,5,27,87.72727272727272
55,220,180,5,27,87.72727272727272
55,220,180,5,37,83.18181818181817
55,220,180,5,27,87.72727272727272
55,220,180,5,30,86.36363636363636
55,220,180,5,21,90.45454545454545
55,220,180,5,31,85.9090909090909
55,220,180,5,33,85.0
55,220,180,5,26,88.18181818181817
55,220,180,5,21,90.45454545454545
55,220,180,5,26,88.18181818181817
55,220,180,5,29,86.81818181818181
55,220,180,5,23,89.54545454545455
55,220,180,5,23,89.54545454545455
55,220,180,5,23,89.54545454545455
55,220,180,5,32,85.45454545454545
55,220,180,5,29,86.81818181818181
55,220,180,5,23,89.54545454545455
55,220,180,5,26,88.18181818181817
55,220,180,5,29,86.81818181818181
55,220,180,5,26,88.18181818181817
55,220,180,5,31,85.9090909090909
55,220,180,5,19,91.36363636363636
55,220,180,5,26,88.18181818181817
55,220,180,5,24,89.0909090909091
55,220,180,5,26,88.18181818181817
55,220,180,5,42,80.9090909090909
55,220,180,5,28,87.27272727272727
55,220,180,5,26,88.18181818181817
55,220,180,5,28,87.27272727272727
55,220,180,5,22,90.0
55,220,180,5,24,89.0909090909091
55,220,180,5,16,92.72727272727272
55,220,180,5,28,87.27272727272727
55,220,180,5,28,87.27272727272727
55,220,180,5,19,91.36363636363636
55,220,180,5,37,83.18181818181817
55,220,180,5,29,86.81818181818181
55,220,180,5,26,88.18181818181817
55,220,180,5,24,89.0909090909091
55,220,180,5,20,90.9090909090909
55,220,180,5,30,86.36363636363636
55,220,180,5,24,89.0909090909091
55,220,180,5,26,88.18181818181817
55,220,180,5,23,89.54545454545455
55,220,180,5,15,93.18181818181817
55,220,180,5,25,88.63636363636364
55,220,180,5,16,92.72727272727272
55,220,180,5,30,86.36363636363636
55,220,180,5,26,88.18181818181817
55,220,180,5,26,88.18181818181817
55,220,180,5,20,90.9090909090909
55,220,180,5,27,87.72727272727272
55,220,180,5,25,88.63636363636364
55,220,180,5,22,90.0
55,220,180,5,27,87.72727272727272
55,220,180,5,23,89.54545454545455
55,220,180,5,17,92.27272727272727
55,220,180,5,22,90.0
55,220,180,5,26,88.18181818181817
55,220,180,5,27,87.72727272727272
55,220,180,5,26,88.18181818181817
55,220,180,5,24,89.0909090909091
55,220,180,5,26,88.18181818181817
55,220,180,5,26,88.18181818181817
55,220,180,5,31,85.9090909090909
55,220,180,5,25,88.63636363636364
55,220,180,5,25,88.63636363636364
55,220,180,5,30,86.36363636363636
55,220,180,5,34,84.54545454545455
55,220,180,5,27,87.72727272727272
55,220,180,5,28,87.27272727272727
55,220,180,5,25,88.63636363636364
55,220,180,5,20,90.9090909090909
55,220,180,5,31,85.9090909090909
55,220,180,5,23,89.54545454545455
55,220,180,5,24,89.0909090909091
55,220,180,5,23,89.54545454545455
55,220,180,5,26,88.18181818181817
55,220,180,5,29,86.81818181818181
55,220,180,5,25,88.63636363636364
55,220,180,5,30,86.36363636363636
55,220,180,5,29,86.81818181818181
55,220,180,5,26,88.18181818181817
55,220,180,5,23,89.54545454545455
55,220,180,5,24,89.0909090909091
55,220,180,5,27,87.72727272727272
55,220,180,5,30,86.36363636363636
55,220,180,5,24,89.0909090909091
55,220,180,5,33,85.0
55,220,180,5,31,85.9090909090909
55,220,180,5,24,89.0909090909091
55,220,180,5,26,88.18181818181817
55,220,180,5,18,91.81818181818181
55,220,180,5,34,84.54545454545455
55,220,180,5,30,86.36363636363636
55,220,180,5,18,91.81818181818181
55,220,180,5,28,87.27272727272727
55,220,180,5,20,90.9090909090909
55,220,180,5,25,88.63636363636364
55,220,180,5,25,88.63636363636364
55,220,180,5,23,89.54545454545455
55,220,180,5,25,88.63636363636364
55,220,180,5,28,87.27272727272727
55,220,180,5,33,85.0
55,220,180,5,23,89.54545454545455
55,220,180,5,32,85.45454545454545
55,220,180,5,27,87.72727272727272
55,220,180,5,31,85.9090909090909
55,220,180,5,22,90.0
55,220,180,5,37,83.18181818181817
55,220,180,5,23,89.54545454545455
55,220,180,5,33,85.0
55,220,180,5,20,90.9090909090909
55,220,180,5,27,87.72727272727272
55,220,180,5,24,89.0909090909091
55,220,180,5,27,87.72727272727272
55,220,180,5,32,85.45454545454545
55,220,180,5,25,88.63636363636364
55,220,180,5,32,85.45454545454545
55,220,180,5,27,87.72727272727272
55,220,180,5,26,88.18181818181817
55,220,180,5,23,89.54545454545455
55,220,180,5,26,88.18181818181817
55,220,180,5,30,86.36363636363636
55,220,180,5,27,87.72727272727272
55,220,180,5,26,88.18181818181817
55,220,180,5,28,87.27272727272727
55,220,180,5,30,86.36363636363636
55,220,180,5,34,84.54545454545455
55,220,180,5,23,89.54545454545455
55,220,180,5,25,88.63636363636364
55,220,180,5,27,87.72727272727272
55,220,180,5,27,87.72727272727272
55,220,180,5,22,90.0
55,220,180,5,25,88.63636363636364
55,220,180,5,32,85.45454545454545
55,220,180,5,23,89.54545454545455
55,220,180,5,26,88.18181818181817
55,220,180,5,34,84.54545454545455
55,220,180,5,24,89.0909090909091
55,220,180,5,21,90.45454545454545
55,220,180,5,24,89.0909090909091
55,220,180,5,37,83.18181818181817
55,220,180,5,27,87.72727272727272
55,220,180,5,28,87.27272727272727
55,220,180,5,22,90.0
55,220,180,5,34,84.54545454545455
55,220,180,5,29,86.81818181818181
55,220,180,5,19,91.36363636363636
55,220,180,5,31,85.9090909090909
55,220,180,5,16,92.72727272727272
55,220,180,5,25,88.63636363636364
55,220,180,5,26,88.18181818181817
55,220,180,5,29,86.81818181818181
55,220,180,5,20,90.9090909090909
55,220,180,5,26,88.18181818181817
55,220,180,5,32,85.45454545454545
55,220,180,5,27,87.72727272727272
55,220,180,5,26,88.18181818181817
55,220,180,5,24,89.0909090909091
55,220,180,5,27,87.72727272727272
55,220,180,5,35,84.0909090909091
55,220,180,5,22,90.0
55,220,180,5,28,87.27272727272727
55,220,180,5,23,89.54545454545455
55,220,180,5,21,90.45454545454545
55,220,180,5,27,87.72727272727272
55,220,180,5,22,90.0
55,220,180,5,22,90.0
55,220,180,5,25,88.63636363636364
55,220,180,5,20,90.9090909090909
55,220,180,5,34,84.54545454545455
55,220,180,5,35,84.0909090909091
55,220,180,5,37,83.18181818181817
55,220,180,5,26,88.18181818181817
55,220,180,5,20,90.9090909090909
55,220,180,5,25,88.63636363636364
55,220,180,5,26,88.18181818181817
55,220,180,5,27,87.72727272727272
55,220,180,5,25,88.63636363636364
55,220,180,5,25,88.63636363636364
55,220,180,5,35,84.0909090909091
55,220,180,5,20,90.9090909090909
55,220,180,5,36,83.63636363636364
55,220,180,5,26,88.18181818181817
55,220,180,5,39,82.27272727272727
55,220,180,5,27,87.72727272727272
55,220,180,5,16,92.72727272727272
55,220,180,5,25,88.63636363636364
55,220,180,5,26,88.18181818181817
55,220,180,5,29,86.81818181818181
55,220,180,5,29,86.81818181818181
55,220,180,5,20,90.9090909090909
55,220,180,5,26,88.18181818181817
55,220,180,5,20,90.9090909090909
55,220,180,5,24,89.0909090909091
55,220,180,5,26,88.18181818181817
55,220,180,5,25,88.63636363636364
55,220,180,5,29,86.81818181818181
55,220,180,5,25,88.63636363636364
55,220,180,5,27,87.72727272727272
55,220,180,5,24,89.0909090909091
55,220,180,5,33,85.0
55,220,180,5,29,86.81818181818181
55,220,180,5,22,90.0
55,220,180,5,26,88.18181818181817
55,220,180,5,26,88.18181818181817
55,220,180,5,26,88.18181818181817
55,220,180,5,24,89.0909090909091
55,220,180,5,24,89.0909090909091
55,220,180,5,25,88.63636363636364
55,220,180,5,29,86.81818181818181
55,220,180,5,32,85.45454545454545
55,220,180,5,30,86.36363636363636
55,220,180,5,29,86.81818181818181
55,220,180,5,24,89.0909090909091
55,220,180,5,32,85.45454545454545
55,220,180,5,27,87.72727272727272
55,220,180,5,32,85.45454545454545
55,220,180,5,28,87.27272727272727
55,220,180,5,22,90.0
55,220,180,5,36,83.63636363636364
55,220,180,5,24,89.0909090909091
55,220,180,5,28,87.27272727272727
55,220,180,5,21,90.45454545454545
55,220,180,5,36,83.63636363636364
55,220,180,5,22,90.0
55,220,180,5,35,84.0909090909091
55,220,180,5,23,89.54545454545455
55,220,180,5,36,83.63636363636364
55,220,180,5,22,90.0
55,220,180,5,27,87.72727272727272
55,220,180,5,33,85.0
55,220,180,5,27,87.72727272727272
55,220,180,5,31,85.9090909090909
55,220,180,5,31,85.9090909090909
55,220,180,5,31,85.9090909090909
55,220,180,5,39,82.27272727272727
55,220,180,5,29,86.81818181818181
55,220,180,5,28,87.27272727272727
55,220,180,5,26,88.18181818181817
55,220,180,5,34,84.54545454545455
55,220,180,5,27,87.72727272727272
55,220,180,5,28,87.27272727272727
55,220,180,5,32,85.45454545454545
55,220,180,5,29,86.81818181818181
55,220,180,5,28,87.27272727272727
55,220,180,5,26,88.18181818181817
55,220,180,5,26,88.18181818181817
55,220,180,5,20,90.9090909090909
55,220,180,5,36,83.63636363636364
55,220,180,5,32,85.45454545454545
55,220,180,5,23,89.54545454545455
55,220,180,5,28,87.27272727272727
55,220,180,5,24,89.0909090909091
55,220,180,5,28,87.27272727272727
55,220,180,5,25,88.63636363636364
55,220,180,5,28,87.27272727272727
55,220,180,5,33,85.0
55,220,180,5,24,89.0909090909091
55,220,180,5,24,89.0909090909091
55,220,180,5,32,85.45454545454545
55,220,180,5,33,85.0
55,220,180,5,19,91.36363636363636
55,220,180,5,32,85.45454545454545
55,220,180,5,31,85.9090909090909
55,220,180,5,26,88.18181818181817
55,220,180,5,19,91.36363636363636
55,220,180,5,28,87.27272727272727
55,220,180,5,23,89.54545454545455
55,220,180,5,30,86.36363636363636
55,220,180,5,26,88.18181818181817
55,220,180,5,27,87.72727272727272
55,220,180,5,26,88.18181818181817
55,220,180,5,21,90.45454545454545
55,220,180,5,23,89.54545454545455
55,220,180,5,26,88.18181818181817
55,220,180,5,34,84.54545454545455
55,220,180,5,27,87.72727272727272
55,220,180,5,27,87.72727272727272
55,220,180,5,21,90.45454545454545
55,220,180,5,20,90.9090909090909
55,220,180,5,24,89.0909090909091
55,220,180,5,29,86.81818181818181
55,220,180,5,41,81.36363636363636
55,220,180,5,23,89.54545454545455
55,220,180,5,33,85.0
55,220,180,5,22,90.0
55,220,180,5,25,88.63636363636364
55,220,180,5,30,86.36363636363636
55,220,180,5,24,89.0909090909091
55,220,180,5,19,91.36363636363636
55,220,180,5,21,90.45454545454545
55,220,180,5,33,85.0
55,220,180,5,38,82.72727272727272
55,220,180,5,26,88.18181818181817
55,220,180,5,23,89.54545454545455
55,220,180,5,29,86.81818181818181
55,220,180,5,25,88.63636363636364
55,220,180,5,25,88.63636363636364
55,220,180,5,19,91.36363636363636
55,220,180,5,33,85.0
55,220,180,5,29,86.81818181818181
55,220,180,5,35,84.0909090909091
55,220,180,5,27,87.72727272727272
55,220,180,5,33,85.0
55,220,180,5,25,88.63636363636364
55,220,180,5,31,85.9090909090909
55,220,180,5,31,85.9090909090909
55,220,180,5,31,85.9090909090909
55,220,180,5,24,89.0909090909091
55,220,180,5,31,85.9090909090909
55,220,180,5,33,85.0
55,220,180,5,23,89.54545454545455
55,220,180,5,30,86.36363636363636
55,220,180,5,23,89.54545454545455
55,220,180,5,32,85.45454545454545
55,220,180,5,25,88.63636363636364
55,220,180,5,31,85.9090909090909
55,220,180,5,25,88.63636363636364
55,220,180,5,36,83.63636363636364
55,220,180,5,27,87.72727272727272
55,220,180,5,18,91.81818181818181
55,220,180,5,24,89.0909090909091
